reviewid,label
13940,suicide squeeze
13895,cooking vinyl
13941,hydra head
13931,carpark
13917,memphis industries
13910,stones throw
13862,ye olde
13912,team love
13935,virgin
13935,realworld
13924,constellation
13936,dead oceans
13918,paper bag
13808,erased tapes
13925,frenchkiss
13849,4ad
13849,constellation
13900,angular
13900,captured tracks
13838,tompkins square
13926,no pain in pop
13926,lefse
13920,sony
13915,20 buck spin
13904,bleep
13882,subliminal sounds
13902,workshop
13922,secretly canadian
13886,graveface
13916,drag city
13914,rush hour
13919,matador
13893,xl
13884,caldo verde
13880,ernest jenning
13875,discograph
13875,infin
13909,social registry
13864,virgin
13907,kora
13869,sub pop
13851,not not fun
13710,waxing deep
13908,astralwerks
13883,world circuit
13780,daptone
13903,rough trade
13903,secret city
13905,vanguard
13899,jagjaguwar
13892,kemado
13868,stones throw
13811,numero group
13737,kranky
13116,cash money
13116,universal motown
13116,young money entertainment
13897,virgin
13901,sub pop
13891,history always favours the winners
13687,locust
13885,bella union
13867,domino
13867,invada
13538,soundway
13890,gnomonsong
13889,verve forecast
13860,matador
13853,arena rock
13888,lil' chief
13896,no fun
13776,intransitive
13879,arts & crafts
13834,domino
13847,terrible
13785,agf producktion
13729,kemado
13859,merge
13881,lovepump united
13874,domino
13781,brille
13850,mexican summer
13878,because
13817,fat possum
13841,sub pop
13866,aagoo
13858,now again
13876,nonesuch
13814,fabric
13863,kompakt
13769,skybucket
13865,wild world
13872,sub pop
13872,bella union
13873,polydor
13816,magic marker
13831,greensleeves
13822,ninja tune
13861,domino
13856,alien transistor
13825,thrill jockey
13798,ruminance
13854,drag city
13845,mad decent
13857,xl
13829,southern
13820,sterns africa
13855,imbalance computer music
13844,kanine
13835,v2
13852,rough trade
13852,vagrant
13788,thrill jockey
13840,profound lore
13848,smalltown supersound
13832,comedy central
13846,merge
13842,kompakt
13637,kranky
13839,merge
13837,root strata
13833,!k7
13824,underwater peoples
13536,darla
13836,warner bros.
13801,rj's electrical connections
13815,bar/none
13783,bella union
13783,raven marching band
13819,atp
13830,domino
13775,harmonia mundi
13827,iconoclassic
13671,nuclear blast
13828,team love
13818,paw tracks
13803,drag city
13826,awal
13826,bdb
13791,fabric
13667,goner
13823,interscope
13786,mexican summer
13813,ample play
13690,polyvinyl
13569,rune grammofon
13821,def jam
13660,knitting factory
13812,
13770,hemlock
13792,friendly fire
13792,morningside
13807,xl
13793,
13804,tee pee
13787,death by audio
13806,anticipate
13810,cash money
13810,universal motown
13810,young money entertainment
13809,bedroom community
13779,numero group
13796,siltbreeze
13743,absolutely kosher
13800,lex
13797,adultswim.com
13799,captured tracks
13661,important
13777,zum
13794,self-released
13795,arts & crafts
13789,type
13802,delsin
13782,thrill jockey
13772,sincerely yours
13774,hip-o select
13784,sub pop
13748,!k7
13633,tzadik
13790,jive
13778,rounder
13597,fader
13773,kitsun
13761,b a songs
13771,reprise
13755,v2
13768,fat possum
13763,rodriguez lpez
13759,tompkins square
13767,columbia
13758,abkco
13760,palm
13757,lefse
13575,deathwish
13766,asthmatic kitty
13749,dangerbird
13623,dangerbird
13751,gigantic
13765,punch drunk
13762,legacy
13762,rca
13764,renaissance
13756,rune grammofon
13606,def jam
13736,numero group
13744,orchard
13728,polydor
13678,strut
13745,stones throw
13699,rvng intl.
13708,reprise
13754,merge
13585,cadenza
13750,thrill jockey
13669,hydra head
13752,rhymesayers
13753,hear music
13735,florid
13674,kompakt
13677,kanine
13740,def jam
13634,stones throw
13738,smc
13734,asthmatic kitty
13564,secretly canadian
13742,astralwerks
13742,mute
13747,blakroc
13713,film guerrero
13720,traffic entertainment
13746,minty fresh
13746,little sister
13741,atlantic
13727,island
13665,gold dust media
13670,southern lord
13731,hotflush
13739,domino
13733,rhino
13715,frog stand
13726,alien8
13724,self-released
13732,dischord
13732,desoto
13714,bakery outlet
13730,cornerstone
13718,three lobed
13712,drag city
13725,anti-
13683,soul jazz
13722,western vinyl
13723,drag city
13723,twos & fews
13719,service
13631,rj's electrical connections
13721,rhino
13693,interscope
13586,con d'or
13706,fat cat
13717,interscope
13716,legacy
13655,roll deep
13639,fayettenam
13697,in the red
13696,smalltown supersound
13707,warp
13702,saddle creek
13711,ecstatic peace
13412,act music + vision
13703,woodsist
13610,emi
13684,downtown
13662,rare book room
13648,paper bag
13672,young money entertainment
13681,"guided by voices, inc."
13700,interscope
13709,warner bros.
13709,wichita
13701,peacefrog
13646,dgc
13675,abkco
13704,pias
13698,fat cat
13616,hyperdub
13640,rough trade
13676,greco-roman
13680,agriculture
13682,western vinyl
13691,captured tracks
13686,sub pop
13685,polyvinyl
13694,dead oceans
13679,anchor brain
13657,labrador
13695,interscope
13695,allido
13692,dfa
13688,emergency umbrella
13689,dangerbird
13511,fat possum
13618,hometapes
13673,sony
13673,american
13649,soundway
13653,leaf
13663,bear funk
13668,warp
13558,v2
13628,mute
13604,rock action
13565,xl
13666,rca
13484,in the red
13664,kompakt
13539,bella union
13509,fat possum
13656,geffen
13659,secretly canadian
13605,slumberland
13650,birdman
13652,fat possum
13651,polydor
13658,rca
13603,relapse
13630,numero group
13622,tectonic
13654,mercury
13643,gold dust media
13629,stax
13588,kill rock stars
13647,jagjaguwar
13645,warner bros.
13644,vapor
13602,ipecac
13602,invada
13600,caldo verde
13642,drag city
13641,warner bros.
13625,epitaph
13613,k
13624,anti-
13307,get physical
13614,hyperdub
13638,ultra
13635,verve
13566,paw tracks
13612,mint
13636,touch and go
13560,warp
13540,numero group
13627,kill rock stars
13632,saddle creek
13626,atlantic
13626,chop shop
13615,sony
13620,malicious damage
13621,cherrytree
13552,thrill jockey
13617,atp
13595,constellation
13611,ecstatic peace
13587,sub pop
13507,woodsist
13619,kranky
13598,narnack
13599,audio eagle
13609,xl
13608,ecstatic peace
13576,glassnote
13576,loyaut
13592,ocean rain
13582,self-released
13581,paw tracks
13607,suicide squeeze
13570,sub pop
13547,matador
13596,anticon
13601,atlantic
13520,constellation
13593,asthmatic kitty
13590,warner bros.
13553,emi
13591,k
13594,kranky
13577,load
13589,high wire
13589,eternal yip eye
13571,licking fingers
13578,duckdown
13584,triple crown
13573,dirtee stank
13562,rapster
13583,kill rock stars
13534,hometapes
13572,brassland
13483,4ad
13574,virgin
13579,emi
13531,chapter
13580,polyvinyl
13510,lefse
13533,hip-o select
13546,stones throw
13549,world village
13523,bachelor
13523,randy
13522,warner bros.
13542,hardly art
13557,warp
13514,borne
13521,important
13519,xl
13563,triple echo
13555,shout! factory
13567,mvd audio
13567,impedance
13561,!k7
13550,dgc
13550,interscope
13559,big dada
13535,matador
13554,"guided by voices, inc."
13515,young god
13548,asthmatic kitty
13537,def jam
13544,merge
13556,merge
13545,ipecac
13518,green owl
13529,vice
13543,anti-
13532,rhino
13551,hardly art
13541,warner bros.
13503,astralwerks
13516,sub pop
13500,mute
13530,temporary residence
13527,capitol
13524,warner bros.
13478,columbia
13478,american
13513,vice
13508,stones throw
13505,mute
13504,universal motown
13504,good
13504,dream on
13517,decca
13525,matador
13526,tbd
13451,sincerely yours
13451,acphale
13451,something in construction
13491,dead oceans
13487,sacred bones
13497,broken horse
13294,mannheim
13502,dfa
13489,matador
13498,rhino
13470,morr
13496,samadhi sound
13512,columbia
13485,anti-
13490,drag city
13494,iamsound
13492,twosyllable
13477,true panther
13450,anticon
13486,slumberland
13482,nettwerk
13499,echospace
13506,jagjaguwar
13493,fat cat
13475,rhymesayers
13457,secretly canadian
13461,misra
13501,shangri-la music
13460,chimera
13467,western vinyl
13495,planet e
13488,arts & crafts
13480,universal
13480,monkeywrench
13473,team love
13452,mute
13474,asthmatic kitty
13481,kranky
13479,anti-
13472,warp
13463,domino
13459,american dust
13476,locust
13468,drag city
13471,jive
13446,frenchkiss
13444,rhino
13181,polydor
13441,emi
13469,4ad
13462,heavenly
13456,interdependent media
13458,touch
13454,ato
13438,mexican summer
13466,self-released
13465,drag city
13464,reprise
13464,wea
13455,self-released
13453,warner bros.
13440,mis ojos discos
13448,siccness
13442,de stijl
13445,atlantic
13445,roc nation
13403,domino
13403,bar/none
13427,vice
13447,team love
13439,olde english spelling bee
13449,sony
13415,rhino
13415,atco
13437,arts & crafts
13423,merge
13426,rounder
13432,emi
13429,emi
13431,emi
13430,emi
13408,emi
13433,emi
13434,emi
13435,emi
13436,emi
13443,electronic arts
13419,emi
13421,emi
13422,emi
13424,emi
13428,emi
13425,emi
13386,rough trade
13216,renaissance
13399,columbia
13390,20/20/20
13394,ecstatic peace
13411,sub pop
13171,cloud
13420,wichita
13418,barsuk
13401,secretly canadian
13395,in the red
13391,anti-
13410,kranky
13416,matador
13417,
13413,matador
13398,merge
13207,young aspiring professionals
13404,goner
12781,light in the attic
13382,domino
13380,new west
13409,lovepump united
13389,hydra head
13414,ramp
13400,young turks
13402,yep roc
13378,deep medi
13406,traum schallplatten
13198,tee pee
13384,capitol
13377,paper bag
13405,polyvinyl
13392,
13388,upset the rhythm
13407,capitol
13129,shout! factory
13383,heartworm
13393,leaf
13396,neapolitan
13385,capitol
13379,ecm
13292,asthmatic kitty
13381,
13127,fat cat
13374,domino
13375,olde english spelling bee
13373,e1
13387,dfa
13387,rong
13368,liberation music
13368,glassnote
13299,p.w. elverum & sun
13361,strut
13365,flemish eye
13141,ecstatic peace
13376,friendly fire
13344,kompakt
13158,downtown
13301,smalltown supersound
13372,island
13225,kanine
13371,matador
13355,unfiltered
13364,
13369,post present medium
13370,
13363,warp
13304,tompkins square
13353,secretly canadian
13366,
13367,smalltown supersound
13351,merge
13360,sub pop
13352,drag city
13362,ato
13357,
13302,rhino
13358,hozac
13347,lovepump united
13267,radium
13356,jib door
13293,"guided by voices, inc."
13303,paw tracks
13354,big dada
13174,mule
13359,relapse
13334,dfa
13247,ecm
13340,k
13290,transgressive
13287,type
13196,frenchkiss
13295,jagjaguwar
13345,ashmont
13346,manimal vinyl
13263,dead oceans
13348,epic
13350,sub pop
13297,in the red
13289,western vinyl
13289,erased tapes
13349,fonal
13224,matador
13341,temporary residence
13280,in the red
13283,social registry
13291,community library
13168,emi
13043,border community
13099,hydra head
13317,self-released
13279,black and greene
13343,wrasse
13333,truth & soul
13240,crammed discs
13140,fonal
13139,planet 
13339,fool house
13285,pias
13286,v2
13286,shangri-la music
13342,asthmatic kitty
13204,absolutely kosher
13325,warp
13335,xl
13330,nonesuch
13330,world circuit
13276,nettwerk
13148,
13223,hometapes
13146,rebel group
13273,bbe
13270,equal vision
13272,siltbreeze
13123,secretly canadian
13332,+1
13278,independiente
13274,hidden agenda
13100,domino
13220,thrill jockey
13269,kranky
13275,lex
13172,hardly art
13221,fat cat
13218,secretly canadian
13219,merge
13321,drag city
13114,sublime frequencies
13200,k
13328,xl
13328,parlophone
13268,warp
13320,hospital
13097,barsuk
13331,nuclear blast
13326,sincerely yours
13262,castle face
13329,e1
13327,profound lore
13322,4ad
13324,new west
13215,jagjaguwar
13215,brah
13311,jagjaguwar
13266,poker flat
13271,chemikal underground
13254,one little indian
13202,virgin
13202,emi
13173,analog africa
13261,one percent press
13201,numero group
13319,capitol
13255,arts & crafts
13256,hydra head
13259,lujo
13318,sugar hill
13187,third man
13258,sony
13257,legacy
13182,tapete
13176,labrador
13180,domino
13316,columbia
13210,vogue college
13313,full time hobby
13315,ghostly
13314,xl
13249,self-released
13252,david lynch music
13252,ada
13244,yep roc
13175,autumn tone
13241,self-released
13312,dead oceans
13178,sub pop
13251,alpha pup
13310,wasted vinyl
12739,saddle creek
13243,ministry of sound
13094,common cloud
13108,coptic cat
13265,sonny boy
13245,mute
13242,e1
13214,rounder
13136,fat cat
13137,ghostly
13130,universal
13130,a&m
13130,irs
13119,full time hobby
13260,invasion
13260,boss up
13122,hidden agenda
13132,asthmatic kitty
13236,downtown
13183,rapster
13239,warner bros.
13040,in the red
13250,saddle creek
13308,warner bros.
13093,what's your rupture?
13309,definitive jux
13105,paper bag
13104,carpark
13237,nonesuch
13233,stax
13126,drag city
13238,self-released
13128,social registry
13125,warp
13230,lo
13305,woodsist
13234,mun
12912,constellation
13121,thrill jockey
13117,cooking vinyl
13117,the end
13110,drag city
13118,vagrant
13306,loaf
13232,jagjaguwar
13113,columbia
13235,anthem
13115,4ad
13061,kill rock stars
13112,matador
13184,sire
13213,self-released
13212,mercury
13197,drag city
13109,jagjaguwar
13106,ruth st.
13226,language of stone
13107,partisan
13060,quarterstick
13058,heavenly
13186,interdependent media
13057,drag city
13081,domino
12915,carrot top
13209,atlantic
13209,679
13211,mad science
13231,dfa
13143,kompakt
13191,troubleman unlimited
13164,reprise
13095,tempa
13166,kora
13229,control group
13096,mute
13101,stax
13101,ardent
13147,underwater peoples
13102,shout! factory
13098,atp
13208,out of line
13185,new state
13167,tic tac totally
13188,warp
13156,kranky
12817,hybris
13228,anti-
13206,kitsun
13155,original signal
13199,pias
13199,last gang
13199,turbo
13120,k
13067,bloody chamber
13067,nylon
13157,city slang
13085,hydra head
13189,downtown
13049,tee pee
13161,downtown
13163,legacy
13162,vagrant
13227,drag city
13165,flameshovel
13159,domino
13160,rough trade
13044,candlelight
13145,mexican summer
12889,morr
13153,matador
13154,rca
12941,secretly canadian
13144,slumberland
13190,real talk
13087,vagrant
13082,big brother
13088,legacy
13080,sonig
13066,western vinyl
13086,domino
13091,hip-o select
13076,siltbreeze
13083,paper bag
13046,relapse
13077,columbia
13077,legacy
13079,hear music
13084,emi
13055,hydra head
13170,self-released
13151,rough trade
13152,nature sounds
13068,ecstatic peace
13075,nobody's bizzness
13050,dangerbird
13074,self-released
13064,eskimo
13065,luaka bop
13150,columbia
13089,arts & crafts
13195,southern lord
12972,young god
13149,anticon
13071,important
13063,profound lore
13142,kompakt
13142,anti-
13192,self-released
13059,mute
13062,second motion
13062,unorthodox
13056,misra
13052,glassnote
13052,loyaut
13193,self-released
13054,warp
13053,barsuk
12894,chemikal underground
13078,warp
13073,jive
13048,graveface
13031,self-released
13051,siltbreeze
13045,reprise
13169,columbia
13169,frenchkiss
12984,lewis hollow
12984,cydonia
13000,moshi moshi
13028,stones throw
12991,kranky
12991,4ad
13037,anti-
13092,laface
13070,barsuk
13030,southern lord
13041,sub pop
13018,arts & crafts
13042,nettwerk
13036,constellation
12862,type
13034,aftermath
13002,dead oceans
13038,tbd
13006,rough trade
13039,kill shaman
13072,catsup plate
13024,kitsun
13047,transgressive
13035,megaforce
13021,in the red
13029,asylum
13019,definitive jux
13069,staubgold
12891,female fantasy
12900,loaf
13009,ipecac
13020,wichita
12977,thrill jockey
12964,best before
13032,happy happy birthday to me
13007,warp
12997,leaf
13017,impose
13017,we are busy bodies
13026,the end
13027,secret city
13015,caldo verde
13001,new west
13023,nettwerk
12996,smalltown supersound
13022,k
13016,nike
13012,tomlab
13010,post present medium
13011,fat beats
12838,chemikal underground
13014,domino
13013,lo
13013,fs studios
12990,secretly canadian
12986,odessa
12995,lovepump united
12980,dead oceans
13004,drag city
12998,xl
12993,anticon
12749,woebot
12949,mute
12955,rough trade
13003,xl
12987,k
13005,wall of sound
12985,4ad
12989,sub pop
12943,leaf
12994,light in the attic
12999,gigantic
12992,merge
12945,ubiquity
12981,in the red
12918,jagjaguwar
12960,thrill jockey
12968,ato
12848,what's your rupture?
12909,self-released
12971,three lobed
12952,eenie meenie
12979,columbia
12963,traffic entertainment
12880,hip-o select
12978,arena rock
12969,fat possum
12974,self-released
12957,s-curve
12962,tigerbeat6
12973,nettwerk
12975,counter records
12966,rhino
12849,fat cat
12970,secretly canadian
12956,big dada
12967,anticon
12965,unfamiliar
12961,warp
12959,bpitch control
12901,three lobed
12878,carrot top
12837,shrimper
12837,woodsist
12954,emi
12954,chrysalis
12953,woodsist
12958,tee pee
12948,mint
12936,universal
12936,iliad
12950,astralwerks
12944,favorite gentlemen
12944,canvasback
12939,asthmatic kitty
12828,tee pee
12828,colonel
12940,mute
12940,capitol
12931,universal motown
12879,black hen
12932,ernest jenning
12886,rough trade
12942,4ad
12902,cooking vinyl
12902,downtown
12916,"guided by voices, inc."
12947,iamsound
12946,jagjaguwar
12946,brah
12935,rough trade
12924,thrive
12905,polydor
12905,light in the attic
12906,gnomonsong
12920,tizona
12929,drag city
12927,fat possum
12927,hi
12790,saddle creek
12933,relapse
12757,midwich
12938,capitol
12930,bloodbot tactical enterprises
12925,phthalo
12914,holy mountain
12928,iamsound
12904,heavenly
12922,rough trade
12899,emi
12899,midget
12917,def jam
12903,tee pee
12923,capitol
12883,3024
12926,dangerbird
12913,anti-
12888,human ear
12911,npg
12921,
12884,mute
12884,sire
12884,rhino
12890,load
12863,barsuk
12910,astralwerks
12910,parlophone
12897,merge
12850,bladen county
12865,fantasy memory
12865,shelflife
12861,saddle creek
12908,merge
12907,paw tracks
12877,arts & crafts
12767,!k7
12876,social registry
12896,domino
12868,team love
12740,record kicks
12882,merge
12784,cuneiform
12895,vagrant
12898,legacy
12840,quarterstick
12759,ghost box
12885,ninja tune
12847,touch and go
12869,lex
12812,numero group
12887,suicide squeeze
12892,4ad
12873,epic
12873,legacy
12881,strut
12803,ostgut ton
12851,marriage
12761,self-released
12893,virgin
12893,ape house ltd.
12846,creation
12846,hi-speed soul
12846,second motion
12800,dicristina
12864,kompakt
12806,social science
12872,reprise
12830,bubbles
12841,afternoon
12796,soot
12867,burnt toast vinyl
12874,wichita
12874,almost gold
12875,kill rock stars
12811,skull disco
12797,ato
12785,self-released
12870,island
12870,universal
12871,sub pop
12822,merge
12793,mush
12752,warp
12859,drag city
12853,dfa
12738,self-released
12789,mom & pop
12771,alyosha
12855,interscope
12852,light in the attic
12747,4ad
12802,hypnotize minds
12834,relapse
12860,astralwerks
12832,k
12773,secretly canadian
12792,fire
12815,dead oceans
12857,parlophone
12854,temporary residence
12836,atp
12791,tomlab
12823,xl
12842,capitol
12856,social registry
12807,prosthetic
12750,kranky
12821,tomlab
12845,mute
12845,rabid
12844,kranky
12780,gangplank
12774,naxos
12778,ed banger
12839,jagjaguwar
12843,kompakt
12753,strut
12824,fabric
12775,k
12833,carpark
12805,yep roc
12804,acute
12748,self-released
12825,important
12835,dim mak
12835,downtown
12742,collector's choice
12814,asthmatic kitty
12816,hush
12798,dead oceans
12826,self-released
12829,sub pop
12776,cryptogramophone
12801,fiction
12768,sci fidelity
12831,dead oceans
12799,a&m
12786,what delicate
12788,italic
12755,asylum
12827,sub pop
12766,manimal vinyl
12762,smalltown supersound
12777,morr
12769,get physical
12819,matador
12820,arts & crafts
12733,self-released
12736,yep roc
12737,dicristina
12813,kemado
12809,k
12770,dust-to-digital
12763,thrill jockey
12764,joyful noise
12818,saddle creek
12808,rhymesayers
12735,sterns africa
12756,fabric
12779,thrill jockey
12772,stones throw
12794,rune grammofon
12765,ipecac
12743,self-released
12782,thrill jockey
12751,manimal vinyl
12787,+1
12741,ghostly
12795,emusic
12734,end of the road
12783,fat possum
12754,treader
12760,stax
12744,morr
12745,my anxious mouth
12729,anti-
12728,post present medium
12723,where it's at is where you are
12725,paw tracks
12721,original signal
12730,interscope
12727,dare to care
12724,western vinyl
12722,retard disco
12726,strut
12715,avex trax
12716,astralwerks
12708,nonesuch
12710,scat
12713,transdreamer
12717,4ad
12714,rough trade
12711,twos & fews
12712,jagjaguwar
12709,family vineyard
12706,take me to the hospital
12707,kranky
12698,thrill jockey
12696,fabric
12704,fractured
12703,richter scale
12705,429
12693,room40
12694,faitiche
12699,kanine
12702,vice
12695,schanachie
12697,fat possum
12701,friendly fire
12700,drag city
12689,pompeii
12680,rhymesayers
12688,manhattan
12626,humminbird
12675,razor & tie
12690,universal
12687,lost highway
12679,get physical
12677,young baby
12684,expansion team
12686,anti-
12683,lightning rod
12682,studio
12673,drag city
12678,suicide squeeze
12681,merge
12685,polyvinyl
12674,sub pop
12676,science of sound
12672,self-released
12671,capitol
12667,yep roc
12668,homestead
12625,allegro music
12665,dischord
12669,nonesuch
12670,fistolo
12666,internasjonal
12663,asthmatic kitty
12664,crammed discs
12662,capitol
12655,polydor
12659,narnack
12657,rong
12654,self
12661,rhino
12656,dead oceans
12660,domino
12653,information
12658,robcore
12651,wu music group
12652,unsuitable
12648,important
12650,merok
12649,cash money
12644,slumberland
12637,"guided by voices, inc."
12635,analog africa
12633,self-released
12646,social registry
12645,itunes
12642,geffen
12630,nicolay music
12643,majordomo
12647,ato
12639,ryko
12636,rhymesayers
12638,drag city
12632,fat wreck chords
12631,secretly canadian
12640,lost highway
12634,big dada
12629,hip-o select
12628,modular
12641,locust
12619,southern fried
12621,parlophone
12613,suicide squeeze
12611,bpitch control
12580,young god
12608,matador
12617,friend or faux
12620,frenchkiss
12606,polyvinyl
12558,blue note
12567,rvng intl.
12616,merge
12618,polyvinyl
12573,marriage
12599,matador
12615,emi
12607,soft abuse
12610,italians do it better
12560,relapse
12561,load
12614,columbia
12595,ipecac
12569,exponential
12570,obey your brain
12557,rune grammofon
12609,domino
12600,polyvinyl
12592,tres
12584,k
12562,sidecho
12612,xl
12603,western vinyl
12579,world village
12586,everloving
12572,partisan
12605,fat possum
12604,warp
12594,dead oceans
12564,frog stand
12559,kindercore
12590,matador
12593,fader
12574,eyeball
12563,hardly art
12571,happyparts
12581,jagjaguwar
12589,compadre
12577,enchufada
12578,kranky
12588,sub pop
12596,secretly canadian
12602,eighteenth street lounge
12583,everloving
12585,suicide squeeze
12575,lil' beethoven
12601,itunes
12591,ep
12568,myspace
12587,yep roc
12576,dadaphonic
12597,columbia
12598,what's your rupture?
12566,numero group
12582,realworld
12565,gold dust media
12543,werk discs
12555,parlophone
12537,rap-a-lot
12552,potomak
12530,dovecote
12554,sanctuary
12523,juice box
12534,tompkins square
12549,brushfire
12522,fever zone
12553,thinkindie
12551,fabric
12535,honest jon's
12539,smallville
12521,end up
12546,island
12542,true panther
12538,labrador
12445,mush
12550,our secret
12547,djshadow.com
12548,nave
12525,world village
12526,gaarden
12529,fat cat
12545,paper route
12541,n.e.e.t.
12532,stiff
12533,killer pimp
12527,relapse
12540,def jam
12544,abstract dragon
12531,stax
12528,anti-
12536,asthmatic kitty
12518,domino
12519,ztt
12511,xl
12514,pet rock
12517,disturbing tha peace
12515,warner bros.
12516,legacy
12512,kranky
12510,honest jon's
12513,cheap lullaby
12496,self-released
12474,monument
12506,asthmatic kitty
12509,awr
12475,quarterstick
12499,matador
12508,geffen
12488,monika
12487,sublime frequencies
12491,anticon
12493,atlantic
12492,caldo verde
12490,"guided by voices, inc."
12480,tomlab
12486,vice
12507,geffen
12504,matador
12494,milan
12524,ecstatic peace
12481,asthmatic kitty
12505,island
12497,reprise
12476,magic marker
12489,kitsun
12478,star apple kingdom
12503,green owl
12503,ghettopop
12500,vice
12485,tigre blanco
12483,modular
12477,carpark
12501,cherrytree
12502,touch
12472,labwork
12482,hospital productions
12471,wodger
12498,roc-a-fella
12495,domino
12479,rinse fm
12484,emi
12473,hardly art
12469,black frog
12470,capitol
12448,ipecac
12458,interscope
12446,nacional
12466,barsuk
12455,sony
12450,domino
12463,merge
12452,listenable
12467,capitol
12468,legacy
12454,sideonedummy
12459,70s gymnastics
12447,numero group
12464,irs
12465,one little indian
12451,fat beats
12449,load
12461,anticon
12460,treader
12462,columbia
12453,wall of sound
12457,jagjaguwar
12456,showoff
12444,self-released
12442,matinee
12434,southern lord
12439,cherry red
12428,frog man jake
12443,matador
12441,epic
12427,editions mego
12431,smalltown supersound
12433,megawave
12435,because
12424,wichita
12425,sound signature
12438,delicious vinyl
12429,emi
12426,domino
12440,domino
12437,transmission
12432,domino
12430,rap-a-lot
12436,secretly canadian
12422,get physical
12421,unfiltered
12414,secretly canadian
12419,badman
12415,what's your rupture?
12420,4ad
12400,smalltown supersound
12403,because
12404,k
12391,matador
12423,infernal
12399,ghostly
12396,orange twin
12407,drag city
12413,universal
12417,!k7
12398,polymer
12393,metal blade
12416,mute
12418,rhino
12408,alpha pup
12410,red telephone box
12394,absolutely kosher
12397,datpiff.com
12409,vapor
12412,rough trade
12395,anticon
12392,relapse
12406,saddle creek
12388,downtown
12384,!k7
12382,ba da bing!
12383,counter records
12366,southern
12389,geffen
12390,huume
12379,frenchkiss
12373,thrill jockey
12362,seventh rule
12385,rhino
12387,anti-
12386,standard
12365,file under: music
12363,southern
12380,geffen
12381,slumberland
12372,western vinyl
12359,dangerbird
12367,anticon
12374,lost highway
12377,richter scale
12378,blacksmith
12358,rhymesayers
12354,iamsound
12345,sub pop
12375,audika
12349,roir
12351,kanine
12347,rare book room
12368,b-unique
12376,warp
12370,epic
12353,definitive jux
12350,wasted storefront
12360,kranky
12360,4ad
12369,blocks
12348,slumberland
12355,temporary residence
12361,kemado
12371,theagriculture
12364,thrill jockey
12357,iamsound
12356,hydra head
12352,threshold
12331,columbia
12327,kranky
12321,beta-lactam ring
12307,gameboy
12325,epic
12330,columbia
12293,fat cat
12323,jagjaguwar
12301,columbia
12302,drag city
12328,polyvinyl
12326,angular
12315,awake productions
12329,kranky
12273,jagjaguwar
12305,cadmean dawn
12324,social registry
12312,ecstatic peace
12308,transdreamer
12299,drag city
12322,sony
12271,lost highway
12319,sub pop
12317,atlantic
12296,razzia
12320,matador
12318,tsm
12264,fat cat
12284,make mine
12313,merge
12316,matador
12314,island
12289,decca
12287,epic
12276,unfamiliar
12292,p.w. elverum & sun
12227,environ
12250,profound lore
12245,temporary residence
12288,fader
12311,big brother
12285,jagjaguwar
12303,flingco sound
12220,aagoo
12223,kanine
12310,kill rock stars
12309,constant artists
12297,domino
12306,asthmatic kitty
12274,united interests
12272,kill rock stars
12300,canvasback
12267,asthmatic kitty
12290,domino
12238,leaf
12295,secretly canadian
12304,city slang
12263,siltbreeze
12298,merge
12254,warm
12275,4ad
12294,shangri-la music
12252,tee pee
12281,park the van
12255,v2
12291,679
12283,columbia legacy
12253,southern
12258,century media
12248,mercury
12286,mauled by tigers
12244,memphis industries
12280,priority
12243,polyvinyl
12226,constellation
12279,atlantic
12282,universal
12239,atavistic
12268,abandoned love
12237,rhino
12278,rhino
12277,warner bros.
12270,warp
12235,saddle creek
12269,death from abroad
12265,yep roc
12259,surrender all
12242,bbe
12233,century media
12232,world's fair
12260,island
12231,subliminal sounds
12229,kill rock stars
12225,aum fidelity
12230,we the best
12266,rhino
12261,smalltown supersound
12234,social registry
12222,rare book room
12224,volcom
12262,xl
12256,douchemaster
12236,mercury
12228,thrill jockey
12247,arena rock
12249,wea
12249,warner bros.
12257,thrill jockey
12221,stones throw
12214,ye olde
12219,ecm
12241,matador
12251,downtown
12217,numero group
12213,agsfb music
12215,drag city
12246,4ad
12240,matador
12216,north street
12218,rfi france
12212,secretly canadian
12210,egon
12208,roadrunner
12207,flameshovel
12182,matador
12197,shimmy disc
12209,deaf dumb and blind
12205,hauschka
12196,decca
12203,music world
12192,siltbreeze
12183,service
12206,almost gold
12198,nonesuch
12191,majordomo
12189,light in the attic
12204,rca
12200,fabric
12187,fat beats
12188,rough trade
12185,kitsun
12190,almost gold
12199,smalltown superjazz
12193,holocene
12202,gigantic
12184,atp
12194,caldo verde
12201,hundehaus
12181,fabric
12195,ipecac
12186,akoustic anarkhy
12175,quarterstick
12148,domino
12173,temporary residence
12165,dead oceans
12164,language of stone
12164,ilya monosov
12179,arts & crafts
12177,the new year
12168,yep roc
12167,drag city
12172,warp
12180,warner bros.
12178,merge
12131,tomlab
12169,table of the elements
12163,nettwerk
12153,lujo
12176,jagjaguwar
12158,fat cat
12161,k
12162,calla lily company
12174,yep roc
12171,acuarela
12171,the clientele
12344,shout! factory
12157,the end
12152,little
12170,virgin
12160,sub pop
12156,steamhammer
12150,president
12149,canvasback
12159,def jam
12155,capitol
12143,preservation
12144,jagjaguwar
12144,the lord dog bird
12146,ryko
12151,self-released
12154,big dada
12141,tigersushi
12137,southern lord
12138,basin street
12132,warp
12142,secret city
12139,crammed discs
12136,pretty activity
12147,doomtree
