reviewid,label
12133,virgin
12145,on your own
12135,strange famous
12134,virgin
12140,adored and exploited
12121,virgin
12111,virgin
12128,brookhaven
12211,vagrant
12124,kemado
12130,atlantic
12127,ipecac
12112,absolutely kosher
12109,grnland
12117,anticon
12125,smalltown supersound
12126,babygrande
12119,type
12105,429
12113,central control
12114,virgin
12123,geffen
12120,hydra head
12051,numero group
12107,secretly canadian
12122,thrill jockey
12115,merge
12108,carpark
12101,wagon repair
12103,charisma
12110,arts & crafts
12116,numero group
12086,old man
12097,awesome color
12102,domino
12118,4ad
12098,sub pop
12082,1911 music
12070,bedroom community
12104,good fences
12084,gigantic
12100,beat the world
12077,cooking vinyl
12106,ecstatic peace
12087,ltm
12091,columbia
12064,dot dash
12089,numero group
12092,ba da bing!
12083,bar/none
12079,virgin
12094,numero group
12099,barsuk
12071,acuarela
12093,plant music
12069,holy mountain
12081,basic channel
12095,pias
12068,misra
12074,acute
12065,virgin
12096,syr
12088,gangsta grillz
12066,hardly art
12067,yep roc
12090,philips
12080,blast first petite
12062,tiny man
12048,self-released
12059,twentyseven
12055,virgin
12085,fabric
12078,verve
12056,obey your brain
12054,ramseur
12049,virgin
12075,re-up
12076,domino
12072,xl
12057,highwheel
12073,blank.wav
12053,nonesuch
12052,touch
12050,one
12045,marriage
12061,stones throw
12063,sub pop
12044,cheap lullaby
12046,dangerbird
12047,wizard
12047,unseen worlds
12060,merge
12031,brah
12014,numero group
12042,locust
12043,1928
12058,capitol
12033,soul jazz
11972,paper bag
12039,honest jon's
12028,kora
12020,hydra head
12030,sundazed
12034,zoe
12037,gypsy eyes
12038,child of microtones
12000,ninja tune
12036,nacional
12035,absolutely kosher
11991,crammed discs
12032,tic tac totally
12041,mad decent
12040,le grand magistery
11963,
11914,afternoon
12017,thrill jockey
12024,warner bros.
12029,self-released
12015,hardly art
12025,island
12023,chalk circle
12016,sub pop
12010,roadrunner
12027,park the van
12008,semprini
12019,keak da sneak
12022,island
12021,secretly canadian
12026,swami
12011,no fun
12018,ninja tune
11553,film guerrero
12001,vapor
12009,delmore
11999,riot season
11996,5440' or fight!
11617,columbia
11617,almost gold
11998,yep roc
11992,waterfall
11976,animal disguise
12007,mute
12013,virgin
11995,pask
11975,transit of venus
11978,roadrunner
11988,mush
12005,hydra head
12012,universal
11980,hello sir
11959,no fun
11983,k
12002,def jam
11993,modern radio
11982,say hey
11990,ghostly
11985,dovecote
11966,nomo
12003,rhino
12006,columbia
11974,agoo
11997,durtro
11987,vagrant
12004,parlophone
11968,siltbreeze
11967,social registry
11970,big dada
11557,post present medium
11984,drag city
11576,ghostly
11965,castle
11944,nicolay music
11979,pinkflag
11986,ipecac
11969,secretly canadian
11964,koch
11973,world music network
11981,sub pop
11989,rca
11584,century media
11584,candlelight
11962,david karsten daniels
11971,antenna farm
11961,xl
11943,legacy
11943,caribou
11958,hybris
11960,tee pee
11945,comedy central
11977,interscope
11948,shout! factory
11694,sound way
11946,autobus
11618,prettybeat
11952,in the red
11952,jay reatard
11955,love is all
11956,tall firs
11954,birdman
11957,saddle creek
11947,virgin
11953,nike
11951,syclops
11949,plug research
11950,joseph arthur
11942,rza as bobby digital
11941,get physical
11939,no quarter
11938,mush
11940,numero group
2272,75 arkz
11937,illegal art
11581,emi
11936,jnana
11935,capitol
11934,slender means society
11929,hydra head
11933,sincerely yours
11932,vanguard
11931,decon
11930,vhf
11925,paper bag
11928,we are free
11926,misra
11531,unknown
11927,20/20/20
11924,xl
11923,information
11609,not not fun
11605,important
11922,martina topley bird
11921,liz phair
11920,perlon
11613,!k7
11589,ipecac
11514,koch
11514,duckdown
11690,no fun
11919,asthmatic kitty
11578,hometapes
11918,important
11611,ghostly
11619,team love
11688,neurot
11917,domino
11586,darla
11594,sony
11916,drag city
11915,tompkins square
11595,unknown
11596,modular
11593,polyvinyl
11616,sub pop
11620,vice
11566,analog africa
11588,self-released
11597,locust
11692,k
11621,capitol
11600,chemikal underground
11579,secretly canadian
11573,drag city
11603,capitol
11610,interscope
11577,captain trip
11570,black and greene
11564,rhythm of life
11684,phone me
11608,cash money
11612,yep roc
11567,black dirt
11574,mental monkey
11580,self-released
11583,domino
11555,fonal
11513,self-released
11559,verve forecast
11604,"guided by voices, inc."
11538,astralwerks
11552,kill rock stars
11552,wall of sound
11550,max ernst
11565,language of stone
11585,ato
11592,six degrees
11592,traffic inc.
11548,kranky
11563,sony
11563,almost gold
11554,stones throw
11587,sub pop
11562,motown
11547,ninja tune
11547,counter records
11537,asian man
11558,absolutely kosher
11686,capitol
11582,kompakt
11539,gnomonsong
11502,ryko
11541,pi
11560,matador
11575,roadrunner
11535,language of stone
11536,shout! factory
11500,darla
11569,universal
11569,fontana
11569,spaceman
11414,ll
11540,light in the attic
11526,static cult
11527,nacional
11682,moribund
11568,dgc
11568,interscope
11551,nettwerk
11472,leaf
11523,team love
11561,rap-a-lot
11561,asylum
11524,illegal art
11519,cinq7
11516,sunnyside
11544,nacional
11509,get physical
11556,nul
11515,emi
11507,riverboat
11508,ninja tune
11545,p.w. elverum & sun
11546,stromland
11511,music house
11512,we are free
11494,polydor
11494,fiction
11498,atlantic
11549,drag city
11543,vibrant
11506,kemado
11517,tompkins square
11542,ecstatic peace
11534,lovepump united
11469,emusic
11469,woodsist
11486,temporary residence
11491,saddle creek
11525,bpitch control
11504,street sounds
11497,duckdown
11528,gypsy eyes
11496,tee pee
11533,beggars banquet
11518,chocolate ind.
11481,numero group
11480,beggars banquet
11490,menlo park
11680,sub pop
11420,anti-
11445,thrill jockey
11476,fat cat
11475,blue note
11522,rhino
11522,atco
11488,green owl
11428,now again
11428,jazzman
11446,born bad
11482,self-released
11499,barsuk
11489,broken sparrow
11222,ignuitas
11468,hoss
11459,high wire
11510,lex
11373,self-released
11466,hometapes
11457,kranky
11355,highwheel
11493,!k7
11495,cardboard
11386,vhf
11448,kill rock stars
11450,truth & soul
11503,self-released
11505,domino
11477,tomlab
11456,everloving
11454,universal
11454,fontana
11454,sonic 360
11501,atlantic
11484,lost highway
11418,strut
11447,record makers
11447,lucky number
11485,dead oceans
11376,rhino
11376,volt
11487,v2
11341,fonal
11421,acuarela
11455,autobus
11492,matador
11478,a
11257,universal
11257,hip-o select
11678,voodoo-eros
11440,definitive jux
11483,atlantic
11483,downtown
11483,lizard king
11470,yep roc
11374,strut
11463,paw tracks
11424,language of stone
11479,domino
11359,gravitation
11388,abduction
11392,luaka bop
11443,self-released
11449,sub pop
11670,self-released
11399,skybucket
11346,greyday
11412,quarterstick
11464,diwphalanx
11674,hannibal
11471,rhymesayers
11460,unknown
11461,fabric
11465,frenchkiss
11462,beggars banquet
11462,constellation
11413,kill rock stars
11343,misra
11398,barbs
11467,warp
11452,rhino
11404,relapse
11294,lookout!
11294,mint
11422,drag city
11458,def jam
11451,arts & crafts
11425,whistler
11391,carrot top
11417,table of the elements
11371,bluhammock music
11438,island
11438,mercury
11453,warner bros.
11360,constellation
11432,suicide squeeze
11202,troubleman unlimited
11429,elektra
11429,rhino
11430,merge
11430,morphius
11431,cochon
11365,jagjaguwar
11442,astralwerks
11442,virgin
11444,voxonic
11423,anti-
11419,bpitch control
11354,realworld
11354,ryko
11354,village vert
11427,music with a twist
11441,merge
11426,saddle creek
11368,smalltown supersound
11356,nature sounds
11433,domino
11439,sub pop
11385,sleeping bag
11385,warlock
11364,soft abuse
11306,shout! factory
11400,merok
11676,rhino
11379,numero group
11293,slender means society
11293,states rights
11395,what are
11668,nothingness
11416,itunes
11416,dh
11415,frenchkiss
11259,m3
11266,pangaea
11401,astralwerks
11401,virgin
11405,cooking vinyl
11363,virgin
11394,kranky
11342,dual plover
11403,warner bros.
11408,polydor
11322,geffen
11322,fiction
11334,roadrunner
11369,fat possum
11406,mute
11409,paper bag
11281,world circuit
11389,impose
11402,eenie meenie
11664,self-released
11407,interscope
11407,modular
11351,fat cat
11290,international hits
11300,sony
11300,strictly rhythm
11672,caldo verde
11387,rough trade
11390,sub pop
11393,polyvinyl
11287,earthology
11660,philadelphia international
11381,xl
11372,sub pop
11372,transgressive
11345,audio dregs
11177,you are here
11337,wichita
11337,quarterstick
11666,abduction
11367,4ad
11303,zoe
11303,rounder
11353,smalltown supersound
11380,kill rock stars
11370,anti-
11275,hip-o select
11275,hip-o
11331,my pal god
11282,team love
11375,anti-
11335,domino
11255,soundway
11330,table of the elements
11330,radium
11299,goodfellow
11352,k
11366,columbia
11366,legacy
11231,stolen
11357,koch
11357,nuclear blast
11283,upset the rhythm
11362,mute
11361,elephant six
11361,yep roc
11361,simian
11340,parasol
11321,important
11286,trill entertainment
11289,null corporation
11316,social registry
11329,13th planet
11309,self-released
11248,universal
11350,warner bros.
11358,nonesuch
11311,anti-
11310,summer
11318,ghostly
11308,warner bros.
11325,columbia
11325,legacy
11325,starbucks
11315,perlon
11336,merge
11320,sub pop
11324,atlantic
11324,rhino
11344,get physical
11323,paw tracks
11307,temporary residence
11296,def jam
11319,astralwerks
11326,!k7
11278,load
11272,the end
11261,ow om
11328,atlantic
11328,downtown
11332,constellation
11333,cooking vinyl
11333,bauhaus music
11292,dh
11229,fantasy
11327,merge
11291,virgin
11291,almost gold
11273,profound lore
11304,birdman
11304,american
11288,dead oceans
11662,matador
11662,ace of hearts
11317,caldo verde
11305,rough trade
11238,kemado
11230,ato
11246,ryko
11268,frenchkiss
11301,cardboard
11262,potomak
11241,m80 music
11302,domino
11274,virgin
11251,translation loss
11253,hydra head
11271,metropolis
11297,xl
11297,ecstatic peace
11298,anti-
11247,yep roc
11252,pi
11256,lost highway
11236,yep roc
11276,universal
11276,rhino
11276,hip-o
11295,domino
11232,om hip hop
11279,kompakt
11280,atp
11215,last gang
11270,drag city
11264,megaforce
11264,13th planet
11227,frenchkiss
11267,lex
11277,geffen
11225,kora
11225,pol
11249,jagjaguwar
11226,one percent press
11237,definitive jux
11201,secret city
11239,team love
11224,sub pop
11228,cbs
11269,dfa
11258,outpost
11258,mood food
11211,self-released
11221,rare victory
11217,tomlab
11254,anticon
11263,table of the elements
11214,metal blade
11223,basic replay
11216,empyrean
11260,merge
11265,virgin
11197,kill rock stars
11205,warm
11210,polyvinyl
11219,sub pop
11219,memphis industries
11220,labrador
11250,swami
11198,secretly canadian
11198,baskerville hill
11213,relapse
11240,warp
11244,polyvinyl
11196,imperial
11204,barsuk
11180,self-released
11245,warp
11243,trashy moped
11199,century media
11195,drag city
11186,minty fresh
11235,sub pop
11242,epitaph
11242,anti-
11207,dischord
11192,elevation
11190,xl
11233,matador
11234,environ
11134,hoss
11178,anticon
11188,ipecac
11206,sub pop
11218,southern lord
11174,sonic boomerang
11173,in the red
11172,ghostly
11203,hip-o select
11212,kranky
11175,reincarnate
11171,stones throw
11170,rough trade
11187,licking fingers
11187,control group
11189,warp
11159,groove attack
11169,k
11158,hear music
11208,bella union
11208,carpark
11209,kompakt
11157,acuarela
11182,paper bag
11164,carbon/silicon
11128,mute
11194,rare book room
11151,domino
11154,brushfire
11168,social registry
11200,discoteca ocano
11176,st. ives
11146,norton
11143,self-released
11162,zoe
11162,rounder
11179,arts & crafts
11179,wichita
11156,relapse
11193,rough trade
11193,skull disco
11139,self-released
11140,drag city
11185,merge
11184,vice
11142,ato
11167,thrive
11130,devon reed
11160,kranky
11191,columbia
11191,legacy
11133,p-vine
11131,absolutely kosher
11138,hardwood
11181,4ad
11183,yep roc
11183,radar
11124,domino
11125,anti-
11137,sub pop
11163,epic
11155,relapse
11117,western vinyl
11119,kemado
11120,paw tracks
11658,get physical
11150,emusic
11116,border community
11118,numero group
11122,love minus zero
11161,re-up
11144,domino
11114,f5
11098,too pure
11096,leaf
11152,rough trade
11147,moshi moshi
11147,team shi
11087,sony
11090,dirtnap
11105,team love
11153,reprise
11656,moontree letterpress
11108,k
11097,jib door
11072,thrill jockey
11141,arts & crafts
11652,hydra head
11145,bedroom community
11093,goner
11103,epitaph
11103,anti-
11132,idlewild
11132,walt disney
11126,matador
11123,asthmatic kitty
11110,universal
11092,prosthetic
11654,kitsun
11115,universal
11089,nonplace
11084,skybucket
11094,yep roc
11094,oxfam
11129,astralwerks
11129,dfa
11101,crammed discs
11088,textile
11083,yep roc
11085,tomlab
11127,decca
11036,kill rock stars
11074,dgm live
11082,peaceville
11081,north street
11121,mute
11109,ninja tune
11111,proper american
11111,west virginia music hal of fame
11113,mill pond
11106,atlantic
11112,barsuk
11086,comedy minus one
11068,fat cat
11076,hoss
11071,secretly canadian
11091,kill rock stars
11107,phantom sound & vision
11062,numero group
11077,alpha pup
11050,siberia
11650,sterns africa
11104,geffen
11095,dead oceans
