reviewid,artist
1995,various artists
4947,lowlights
6105,ol' dirty bastard
1165,battletorn
2089,various artists
4013,hanne hukkelberg
6946,the red chord
5655,more dogs
5600,the mae shi
4985,rod lee
8297,yann tiersen & shannon wright
5261,mice parade
2735,electric six
7896,various artists
8791,wilderness
6114,the old haunts
6115,om
3984,hair police
4304,joy zipper
738,various artists
2930,eyeball skeleton
11713,various artists
5896,the narrator
3675,goon moon
1811,clap your hands say yeah
1164,black sunday
6113,orthrelm
6575,pajo
8296,22-20s
5734,need new body
5653,major stars
8436,the velvet underground
8189,turin brakes
7814,say hi to your mom
11762,isis
1810,billy corgan
8295,the tears
477,applied communications
7812,screaming trees
6976,saint etienne
1287,laura cantrell
2929,engineers
414,ellen allien
6020,the orange peels
3149,foo fighters
5652,m.e.d.
6945,red sparowes
7058,the secret machines
2614,the dead 60s
4164,isole
8280,t.o.k.
5915,nomo
1163,bear vs. shark
8045,thrones
2808,brian eno
6112,the oranges band
3291,jason forrest
2563,despistado
4649,lali puna
2978,the fall
4162,islaja
5651,mathematics
5614,mugison
6241,pernice brothers
2377,dj shadow
2532,the dirtbombs
7811,spoonie gee
8293,team sleep
8294,tullycraft
8026,richard thompson
7286,smog
1809,chris cutler
8908,young gunz
1393,cex
4557,kraftwerk
5015,kirsty maccoll
2613,the duke spirit
5914,nobody
2927,early man
5649,make believe
11835,super furry animals
1541,coldplay
4202,various artists
4960,lucero
8653,the white stripes
8664,keith fullerton whitman
6574,p:ano
476,a northern chorus
1162,memphis bleek
475,art brut
3973,head of femur
8911,yellow swans
6089,odd nosdam
1161,blueprint
8290,maria taylor
11734,eric b. & rakim
3168,four tet
330,at the drive-in
1605,the coral
2612,dead machines
1566,common
8982,oasis
7250,sloan
102,the album leaf
474,an angle
8789,martha wainwright
6252,gilles peterson
8289,troubled hubble
4599,kill memory crash
6612,quasimoto
8178,ttc
3260,fannypack
6174,william parker
2068,various artists
637,belle and sebastian
5084,aimee mann
4359,mike jones
357,audioslave
7330,son volt
7240,sleater-kinney
5059,stephen malkmus and the jicks
8973,josephine foster
5648,the magic numbers
2086,various artists
6573,plane
4161,idiot pilot
2222,deadbeat
8671,why?
2609,dance disaster movement
3526,gorillaz
2924,earth
2611,de novo dahl
6572,the punks
3674,goldie lookin' chain
7754,superpitcher
1804,caribou
5787,scout niblett
1723,the cloud room
4010,hal
2608,dr. dog
8287,rachid taha
7771,shrimp boat
2610,the dudley coroporation
2574,dungen
8787,c-rayz walz
7580,sunn o)))
2255,deerhoof
4357,jane
2724,electrelane
458,amerie
3479,the go-betweens
3340,robbie fulks
1808,cloud cult
5646,maximo park
192,animal collective
192,vashti bunyan
2607,des ark
1160,bearsuit
5910,nudge
1807,chok rock
5908,marissa nadler
11706,the cure
1806,chatham county line
1759,currituck co.
2578,dj clever
6571,populous
6880,the russian futurists
3128,foetus
8689,lucinda williams
3389,gang of four
5803,nine inch nails
2913,excepter
4008,headphones
2076,various artists
2085,various artists
1159,scott h. biram
7430,spoon
8938,the zincs
6806,the robot ate me
11818,resplendent
5264,nathan michel
3933,hot snakes
6570,picastro
8614,weezer
1626,elvis costello
6178,parlour
1714,caesars
3977,the hold steady
2084,various artists
2923,the exposures
8288,13 & god
7464,starflyer 59
11783,madvillain
2591,mike doughty
2606,datarock
2083,various artists
7606,super furry animals
8149,trembling blue stars
8786,wha-ha-ha
441,architecture in helsinki
42,ryan adams & the cardinals
6554,ariel pink's haunted graffiti
4984,lau nau
1728,cobra verde
6539,the ponys
7950,tarwater
6699,the raveonettes
7503,stereolab
8538,vitalic
4881,love as laughter
6568,the penetrators
4064,idlewild
6111,omfo
1158,the blue van
8983,dj shadow
2688,eels
1157,the boy least likely to
2780,alec empire
3139,ben folds five
2592,drowsy
4012,a hawk and a hacksaw
1708,the czars
11797,okay
2082,various artists
7546,styrofoam
5456,the mountain goats
8932,john zorn
2081,various artists
7810,supersystem
3586,markus guentner
3673,the glimmers
11761,interpol
1156,brazilian girls
2605,dutch dub
6110,christopher o'riley
368,autechre
1805,caribou
2784,enduser
6383,robert pollard
7783,solvent
11736,emperor x
2990,fantmas
4009,micah p. hinson
4006,hank
4382,kammerflimmer kollektief
4909,the lucksmiths
7809,south san gabriel
1154,the bravery
6398,polysics
8619,weird war
2682,edan
1052,buzzcocks
1443,chicks on speed
7667,swervedriver
473,akron/family
11732,brian eno
2077,various artists
6569,pit er pat
7168,thee silver mt. zion memorial orchestra & tra-la-la band
5963,okkervil river
5631,magnolia electric co.
5645,my way my love
3648,gang gang dance
4303,joy zipper
5644,the merediths
2075,various artists
7808,beanie sigel
7893,various artists
1155,mars black
3632,guapo
5955,of montreal
4255,jim and jennie and the pinetops
7807,alina simone
1735,charalambides
11827,single frame
2536,dirty projectors
8445,venetian snares
2922,edie sedgwick
3672,great lake swimmers
3397,garbage
11719,dinosaur jr.
4329,damien jurado
3074,fischerspooner
1803,crain
5938,ocean colour scene
1080,british sea power
11747,the free design
6890,the rosebuds
2604,dj target
2604,riko
6645,radar bros.
11673,jay bennett
2921,et sans
4983,david last
8067,the mary timony band
2234,death cab for cutie
856,the books
6274,phoenix
3946,hrvatski
3339,ffa coffi pawb
5719,the national
6456,sam prekop
6567,phonophani
1297,the capitol years
8286,emiliana torrini
3929,hot hot heat
7509,stereophonics
57,adult.
4005,petra haden
5438,morrissey
5643,mahjongg
3441,ghost
4196,jaga jazzist
6060,out hud
7806,scritti politti
7562,summer at shatter creek
8663,keith fullerton whitman
5769,new order
2603,drop the lime
4981,louis xiv
2155,the damned
8872,yo la tengo
310,ash
1434,vic chesnutt
4713,ben lee
11633,afx
2442,bob drake
657,brendan benson
4144,ivy
621,beck
6944,roots manuva
2602,the dissociatives
6452,prefuse 73
969,ian brown
188,the angels of light
3669,gustav
574,basement jaxx
2243,the decemberists
11757,hella
472,airborn audio
8962,zzzz
1802,cadence weapon
7124,shipping news
4356,jan dukes de grey
5618,m.i.a.
644,ben folds five
471,a-frames
8362,unrest
7306,snow patrol
1372,nick cave & the bad seeds
1800,christina carter
6560,pony up!
6607,queens of the stone age
8537,matt valentine and erika elder
4982,langtry
3132,fog
2920,emanon
5349,moby
2074,various artists
8757,steve wynn
1153,blitzen trapper
5700,nagisa ni te
5389,monade
11748,the field mice
8244,thunderbirds are now!
4596,konono n1
2072,various artists
3335,french toast
4595,kaiser chiefs
3296,50footwave
2313,john digweed
2601,do or die
2137,daft punk
11649,albert ayler
4594,keren ann
2600,devin davis
2067,various artists
4593,dj kaos
2064,various artists
2685,kathleen edwards
1798,chariots
1381,cephalic carnage
7805,shining
714,andrew bird
3671,greater california
6943,rapper big pooh
1128,by the end of tonight
4427,the kills
8961,the zutons
2132,daedelus
7804,scorch trio
4980,louis xiv
3087,the flaming lips
1033,busdriver
8092,mia doi todd
1797,coughs
1152,behold...the arctopus
2917,the evens
8984,madlib
1796,the coctails
6942,ruff sqwad
4388,karate
5642,marbles
3046,50 cent
1595,converge
7145,sightings
5558,mando diao
8774,patrick wolf
11848,tarentel
461,alog
5589,minus story
1795,the curtains
2215,dead meadow
5342,mobius band
6566,pink mountaintops
4772,the libertines
5641,mommy and daddy
11725,alec deruggiero
4577,justus khncke
1789,clogs
1144,bunky
2599,liz durrett
2432,doves
2063,the rub
7760,the skygreen leopards
3662,githead
770,black lipstick
5118,the mars volta
5639,giorgio moroder
3733,jeff hanson
6564,the prayers and tears of arthur digby sellers
4055,ida
2765,eluvium
5370,mogwai
6108,the octopus project
1503,clem snide
4976,logh
2817,enon
7803,the slits
5625,montag
8006,thievery corporation
1659,the cramps
6843,josh rouse
4352,jesu
67,aesop rock
5739,negativland
2919,eastern lane
11870,yamataka eye and john zorn
1673,crooked fingers
3334,final fantasy
4728,lemon jelly
7798,sagan
4128,iron & wine
3668,a gun called tension
1151,baby huey
7320,sole
4003,the howling hex
8581,m. ward
4001,hollertronix
2481,nicolai dunger
3401,laurent garnier
6941,robbers on high street
2149,dlek
8785,we versus the shark
4979,th' legendary shack-shakers
4975,l. pierre
5913,nouvelle vague
11794,tara jane o'neil
11663,william basinski
6563,the plot to blow up the eiffel tower
6940,readymade
2595,decibully
1130,bloc party
11721,drive-by truckers
8600,the wedding present
6939,josh ritter
4160,ilkae
3235,john frusciante
4000,heikki
2947,john fahey
2159,damon & naomi
4652,l'altra
2058,various artists
467,antony and the johnsons
3181,sage francis
3666,grizzly bear
4159,i am kloot
8444,venetian snares
7203,six organs of admittance
205,the anomoanon
3332,four volts
4087,the impossible shapes
7491,stereo total
11785,metal urbain
3999,hezekiah
343,atmosphere
676,bettie serveert
5562,mu
6938,gruff rhys
3864,high on fire
3665,gena rowlands band
2030,various artists
6433,the postal service
6240,pernice brothers
8,aarktica
418,apparat
5912,neva dinova
1419,the chemical brothers
6286,piano magic
860,boom bip
8250,tussle
445,athlete
4978,lcd soundsystem
7802,the chris stamey experience
5633,mikkel metal
8089,amon tobin
2062,various artists
466,ada
5635,magneta lane
1150,beequeen
1794,coachwhips
3175,the frames
1389,cex
703,"bonnie ""prince"" billy and matt sweeney"
5630,magnolia electric co.
1792,chin up chin up
5629,willy mason
5179,cass mccombs
7604,super furry animals
7104,shearwater
4624,mike ladd
2594,duran duran duran
11631,afx
5626,master musicians of bukkake
2294,destroyer
5627,colin meloy
7377,soundtrack of our lives
4902,low
5009,m83
1791,cam'ron
7558,suicide
465,aqueduct
11781,michael mayer
3994,hem
1149,lou barlow
2593,die monitr batss
182,...and you will know us by the trail of dead
11819,dean roberts
6106,optimo
4355,sharon jones and the dap-kings
8285,tegan and sara
11683,bright eyes
2962,marianne faithfull
6562,pedestrian
1069,buck 65
2657,early day miners
3918,hood
3664,morgan geist
7801,tim sweeney
6903,pete rock
3627,adam green
2061,various artists
5911,naked city
6063,outrageous cherry
6561,jeff parker
8281,terrestrial tones
6470,archer prewitt
3663,the game
8985,mission of burma
464,apostle of hustle
8731,wolf eyes
813,the blow
5074,manic street preachers
4354,jennifer gentle
562,bardo pond
2769,embrace
1146,black mountain
1148,build an ark
8603,greg weeks
1072,bola
1790,climax golden twins
2060,various artists
11779,ministry
7799,the society of rockets
2918,the '89 cubs
4977,the late b.p. helium
3273,the fiery furnaces
6104,ol' dirty bastard
463,augie march
6103,on fillmore
3025,thomas fehlmann
6083,the organ
7895,various artists
8507,ricardo villalobos
794,blanket music
443,jason anderson
1145,bunnybrains
7305,snow patrol
8843,richard youngs
2029,various artists
1688,cul de sac
1688,damo suzuki
5237,mercury rev
5143,mastodon
5909,stina nordenstam
1936,various artists
4592,yannis kyriakides
4592,andy moor
4591,koushik
11780,my morning jacket
6909,arthur russell
5907,marissa nadler
4589,the knife
6934,r.a. the rugged man
3660,the guild league
1694,the cure
2916,efterklang
7797,todd snider
7796,scientific american
5136,massive attack
6975,saint etienne
11707,cristina
11724,mike doughty
5624,midnight movies
1143,afrika bambaataa
6559,anders parker
1785,a cricket in times square
3998,robert henke
6558,psapp
5623,magma
4157,infinite livez
1142,ian broudie
2004,various artists
8075,tindersticks
929,the brian jonestown massacre
5621,man man
8279,zane trow
1141,breather resist
5620,tift merritt
11711,various artists
2912,excepter
460,arbouretum
899,boyracer
5339,mix master mike
3600,guided by voices
1994,various artists
6074,the owls
6933,rainstick orchestra
4974,limblifter
5711,nas
8278,triola
7795,the strange
6358,plush
8277,yasunao tone
8277,florian hecker
2040,various artists
8986,31knots
4289,freedy johnston
3827,her space holiday
4965,lansing-dreiden
7791,slowdive
3331,fan modine
8276,theodore unit
5523,the music
2977,the fall
8761,wovenhand
7154,sigur rs
8275,tower recordings
4560,kings of leon
8854,neil young
459,autolux
7790,the strugglers
4973,losoul
3812,helmet
5802,nine inch nails
5619,cerys matthews
1976,various artists
2498,dwarves
6000,oneida
5811,nirvana
7789,gwen stefani
4275,jhann jhannsson
2911,entrance
3330,the finn brothers
4588,kasabian
1094,the beatles
11838,swell maps
8191,turing machine
5404,mono
11836,arve henriksen
8330,u2
5617,diplo
5617,m.i.a.
5021,machinedrum
1784,carissa's wierd
11801,andy partridge
3725,handsome boy modeling school
8455,the verve
6782,jonathan richman
3329,the frequency
8714,wire
7788,snoop dogg
2861,the ex
6100,oh no
7961,john tejada
6209,pearl jam
3658,the gris gris
1140,barbez
5962,okkervil river
1120,battles
5255,mf doom
8559,rufus wainwright
1137,bibio
6766,the residents
3641,gravenhurst
11641,high water marks
4350,michael jackson
8747,wu-tang clan
2731,electric company
6556,prosaics
2772,eminem
2446,nick drake
3997,hall of fame
7787,smoke and smoke
7786,smith & mighty
11698,can
2055,various artists
7928,tanakh
5615,metal fingers
4972,lusine
4732,john lennon
4348,liz janes
7785,sleepytime gorilla museum
1511,the nels cline singers
329,at the drive-in
1345,cat power
7892,various artists
4136,isis
92,akufen
7943,tarentel
3064,the firebird band
456,annie
2880,explosions in the sky
5212,mellow
5905,willie nelson
3328,flat earth society
1324,neko case
2284,depeche mode
6557,pattern is movement
5830,non
5830,boyd rice
8536,vordul mega
1530,leonard cohen
2032,various artists
7315,the soft pink truth
3657,the graves
3327,jake fairley
4347,j.u.f.
2422,the donnas
4410,cex
4410,kid606
7571,sunburned hand of the man
5613,mugison
3548,grandaddy
11729,el-p
8681,wilco
4587,kid dakota
7784,shivaree
1928,various artists
2587,death from above 1979
129,aloha
3326,frausdots
4050,iqu
7708,matt sharp
4220,jay z
4220,r. kelly
2586,dj /rupture
1637,the court & spark
5612,mcenroe and birdapres
3654,the go! team
604,beans
1139,sir richard bishop
2409,julie doiron
758,black eyes
6200,pavement
6553,ariel pink's haunted graffiti
3225,edith frost
4963,les georges leningrad
7327,son ambulance
11679,boredoms
4919,luna
2585,the dead texan
5610,medications
3889,robyn hitchcock
4741,ted leo and the pharmacists
1722,cyann & ben
8273,trouble everyday
4228,philip jeck
4228,janek schaefer
688,jello biafra
688,melvins
4706,le tigre
1135,vashti bunyan
3996,yuka honda
1749,camera obscura
2584,dead combo
4262,jimmy eat world
1970,various artists
7782,solvent
2127,dacm
1134,jon brion
5441,mos def
5575,mission of burma
8385,united states of america
4586,knockout pills
7120,matthew shipp
7270,elliott smith
7781,william shatner
432,ahleuchatistas
2582,duo505
2583,dogs die in hot cars
2254,deerhoof
24,acid mothers temple
8783,windsor for the derby
1133,paul brill
811,the bloodthirsty lovers
809,the blood brothers
2315,the dillinger escape plan
2581,thomas dimuzio
8252,triosk
6438,poster children
1266,camper van beethoven
3267,frog eyes
7780,henry cow
7780,slapp happy
1783,calamalka
3993,the autumn defense
3993,hem
6299,pinback
7009,savath y savalas
2653,earlimart
3324,josephine foster
3324,the supposed
455,ammoncontact
784,frank black
454,american music club
3799,tim hecker
303,joseph arthur
4526,kpt.michi.gan
11731,brian eno
2208,de la soul
1000,richard buckner
6964,the sadies
2579,kimya dawson
3653,mats gustafsson
4387,karate
5609,r. stevie moore
8384,uncut
1732,client
11700,nick cave & the bad seeds
3011,fatboy slim
3992,hercules
4584,khonnor
4585,k-os
6752,r.e.m.
6628,q and not u
3540,jean grae
1132,bark psychosis
8662,keith fullerton whitman
8565,tom waits
3932,hot snakes
1782,richard crandell
4723,the legendary pink dots
8064,sally timms
4295,blues explosion
8730,wolf eyes
8782,brandon wiard
7003,saturday looks good to me
8458,vhs or beta
4550,talib kweli
1129,bloc party
6141,panda bear
8946,thalia zedek
8913,james yorkston
8913,the athletes
6932,rtx
8781,brian wilson
3323,the fucking am
6930,steve reid
7160,silkworm
5607,travis morrison
2269,the delgados
2054,various artists
5608,miss kittin
6853,royal city
11704,elvis costello
11704,the imposters
4116,interpol
3969,hurricane lamps
8692,saul williams
6152,panthers
3568,green day
4283,daniel johnston
4547,fela kuti
7779,subtle
1781,cut chemist
995,jeff buckley
8270,shugo tokumaru
4346,will johnson
8272,moris tepper
6928,rah bras
1490,the clash
550,devendra banhart
2577,dj clever
8269,these arms are snakes
4969,jens lekman
7778,shyne
11651,ellen allien
6552,annette peacock
8520,viva voce
8038,the thrills
7603,super furry animals
4971,the legends
7202,six organs of admittance
8696,gary wilson
8960,the zombies
1780,channels
3322,flssin
1250,call and response
5904,nedelle & thom
2573,dungen
3738,har mar superstar
3445,giant sand
6927,chris richards
3621,george
5325,minus the bear
2952,the faint
3321,the foreign exchange
4623,mike ladd
2905,gene estribou
2905,jean-paul pickens
2053,various artists
7891,various artists
3121,fly pan am
3320,fingathing
4673,landing
8633,paul westerberg
6651,radio 4
452,arcade fire
8430,caetano veloso
1779,the citizens
5606,moving units
767,the black keys
3651,guitar wolf
1778,charmparticles
1127,by the end of tonight
6926,rise against
2052,various artists
8268,terrestre
5714,nina nastasia
2570,diplo
3650,rachel goswell
2346,dizzee rascal
3991,homelife
3967,keith hudson
8780,white magic
2910,endochine
6924,omar rodriguez-lpez
7626,supergrass
665,tim berne
5320,the minus 5
1777,communiqu
3646,the good life
8212,twilight singers
6648,radian
1126,beep beep
1292,capitol k
4271,joan of arc
1776,crime
4689,lanterna
451,aeroc
5699,nagisa ni te
1774,castanets
2509,drive-by truckers
6551,pigeon funk
450,keren ann
8643,whirlwind heat
737,bjrk
4771,the libertines
7777,sixtoo
1773,crown city rockers
2650,steve earle
1,aberfeldy
5280,migala
4679,mark lanegan
4818,little wings
3990,hope of the states
3243,fugazi
6098,oakley hall
4112,the (international) noise conspiracy
2366,dj krush
6459,the presidents of the united states of america
6486,the prodigy
3027,morton feldman
7536,ken stringfellow
8589,mike watt
6550,the paper chase
5467,mouse on mars
8266,talking heads
2789,engine down
387,aveo
8535,vietnam
4458,the kinks
3599,guided by voices
2567,dill
7088,the shaggs
5419,the mooney suzuki
11716,datsuns
1515,clinic
8909,yellow swans
8398,the vandermark five
8842,richard youngs
1124,a band of bees
6921,razorlight
6922,reigning sound
802,the blithe sons
8779,takashi wada
8512,velvet crush
3854,the hidden cameras
5605,masta killa
11807,pidgeon
8166,tristeza
5305,ming + fs
6547,prince po
3975,the homosexuals
3319,dan friel
3234,john frusciante
3631,guapo
5978,various artists
3989,half cousin
8265,tin hat trio
2908,esmerine
7776,spalding rockwell
11859,venetian snares
6789,rilo kiley
2907,the earlies
5747,neotropic
4156,i am x
978,bruces
8264,tilly and the wall
7775,sonic liberation front
1123,brand nubian
6820,the rogers sisters
8515,viktor vaughn
3647,gang gang dance
4583,konk
7773,sons and daughters
3794,hecker
2569,death comet crew
6097,octet
4041,i am the world trade center
5604,masta ace
4581,keane
8657,jim white
4582,felix kubin
6546,passage
1931,various artists
3318,fripp & eno
7103,shearwater
8534,volebeats
2051,various artists
7405,sparta
2568,dna
1772,consequence
7772,slowblow
3875,hint hint
6919,rogue wave
8088,amon tobin
5603,meow meow
5966,old 97's
8404,john vanderslice
3381,galaxie 500
522,bad religion
5602,mystic chords of memory
3988,doug hilsinger
3988,caroleen beatty
7593,the sunshine fix
8959,the zombies
4422,david kilgour
1636,the court & spark
5601,moco
6849,fennesz
6849,keith rowe
1563,comets on fire
3316,the futureheads
7770,shrimp boat
7769,erick sermon
8910,d. yellow swans
8882,monk hughes & the outer realm
3644,davd garza
3645,the good life
8950,tom z
8950,gilberto assis
5599,the mae shi
4450,kings of convenience
6969,sahara hotnights
3643,michael gordon
5598,murcof
8778,the waxwings
6914,ratatat
4457,the kinks
2050,various artists
7935,tangiers
2550,dolorean
11784,mount eerie
4580,korekyojin
1032,busdriver
5903,neurosis
2527,matthew dear
152,oren ambarchi
7579,sunn o)))
5534,my morning jacket
5593,juana molina
6813,rocket from the crypt
529,badly drawn boy
1855,various artists
3640,gravenhurst
7252,slum village
11701,vic chesnutt
4861,los amigos invisibles
2566,dr. mix and the remix
3978,peggy honeywell
3153,for stars
11693,battles
7513,sufjan stevens
8556,wagon christ
3237,fuck
6545,pink grease
8130,tram
3892,the hives
1571,the concretes
7472,stars
928,the brian jonestown massacre
5853,now it's overhead
8000,they might be giants
910,glenn branca
1771,the comas
859,boom bip
4155,icy demons
2418,tanya donelly
6834,the roots
1734,charalambides
8958,don zientara
448,john adams
6738,lou reed
11671,belle and sebastian
3272,the fiery furnaces
3314,feist
1117,blackout beach
7768,skalpel
5902,nice device
3891,the hives
6544,paik
1116,eszter balint
6395,the polyphonic spree
7767,shocking pinks
2342,the divine comedy
3639,the girls
3451,bebel gilberto
3823,hepcat
2976,the fall
2699,einstrzende neubauten
6665,radioinactive
6665,antimc
449,ataxia
8263,thee shams
549,various artists
710,biosphere
7766,jesse sykes & the sweet hereafter
2020,various artists
1770,tom carter
101,the album leaf
8261,two gallants
8877,susumu yokota
1726,the chinese stars
8777,eberhard weber
4579,the killers
2049,various artists
4307,simon joyner
7765,the silent league
6917,max richter
11735,emperor x
3584,david grubbs
7764,ron sexsmith
3805,the helio sequence
11774,jens lekman
1115,bumblebeez 81
7167,thee silver mountain reveries
6033,orbital
11685,broken spindles
8533,verdure
2565,doseone
3986,headset
3987,hymie's basement
1351,catheters
2564,doctor rockit
6542,the plastic constellations
11746,the free design
3313,faun fables
4463,kinski
5102,marah
3300,food for animals
6133,pan american
447,asobi seksu
2562,despistado
5592,mighty casey
402,azure ray
1645,graham coxon
8680,wilco
219,apes
5901,neptune
7991,the thermals
7201,six organs of admittance
751,black dice
3983,hair police
1768,controller.controller
1114,arthur brown
2558,vladislav delay
5900,namelessnumberheadman
2535,dirty projectors
7206,six parts seven
2376,dj shadow
8260,trouble with sweeney
5832,non phixion
2538,dave douglas
8532,the veils
8072,tindersticks
1305,the cardigans
4340,junior boys
608,beastie boys
3427,lisa gerrard
3427,patrick cassidy
3776,hayden
7763,secret chiefs 3
446,automato
2747,elf power
11745,fe-mail
2296,detachment kit
8776,wonderful
444,athlete
6541,pipi skid
8227,two lone swordsmen
4344,john wilkes booze
8383,ultramagnetic mc's
5898,a.c. newman
4966,the like young
6958,sharkey
5899,natural dreamers
11675,bjrk
352,auburn lull
3512,gomez
4805,arto lindsay
7927,tanakh
1767,chicago underground trio
1764,!!!
1112,philippe besombes
1113,br. danielson
8496,voodoo child
7348,sonic youth
11677,boredoms
2048,au
2048,reynols
2048,erdem helvacioglu
2048,chris delaurenti
2048,matmos
2557,delays
4681,jon langford
2003,various artists
2763,eltro
442,jason anderson
6538,the ponys
2906,andre ethier
7276,patti smith
23,acid mothers temple
2556,disco inferno
3759,pj harvey
1110,thomas brinkmann
11849,throbbing gristle
5590,maritime
8259,tahiti 80
1309,the caribbean
2445,nick drake
4962,les georges leningrad
6264,joel rl phelps
6264,the downer trio
5186,mclusky
5587,minus story
6912,romanowski
5586,martinis
11742,sage francis
437,the advantage
8258,terror at the opera
439,apsci
3638,girlsareshort
1993,various artists
2131,daedelus
4578,matt & bubba kadane
3030,felix da housecat
6216,pedro the lion
7566,summer hymns
4576,justus khncke
2999,jay farrar
7057,the secret machines
1751,current 93
5437,morrissey
6535,paco
7762,paul schneider
11750,diamanda gals
8381,the unicorns
214,antibalas afrobeat orchestra
569,syd barrett
6139,pan sonic
2518,danger mouse
204,the anomoanon
6805,the robot ate me
3131,fog
6273,phoenix
7533,the streets
6798,rjd2
3233,john frusciante
3266,frog eyes
2344,division of laura lee
1761,charlemagne
8775,wiley
1676,david cross
5585,sachiko m
5585,otomo yoshihide
5585,toshimaru nakamura
2547,descendents
1738,colder
6815,rocket from the tombs
1760,claro intelecto
3297,fancey
5332,mirah
4154,ill bill
8382,united state of electronica
8081,to rococo rot
3295,50footwave
6629,quantic
5019,macha
3019,faust
3019,dlek
6537,petracovich
7758,s prcss
4153,icarus line
7759,the skygreen leopards
3982,patterson hood
6330,the places
6079,erlend ye
7756,surferosa
671,the beta band
2555,decahedron
3422,bobbie gentry
3636,ghostface
3277,frost
7030,schneider tm
8531,vast aire
6916,tom recchion
2393,dj zeph
5219,melt-banana
3981,jolie holland
3289,finishing school
6915,josh roseman
191,animal collective
6096,on the speakers
6817,rockfour
7888,various artists
4961,loretta lynn
3194,french kicks
2554,deathprod
397,azita
1109,born heller
7570,sunburned hand of the man
3205,friends of dean martinez
3294,foreign legion
6479,prince
8773,patrick wolf
7755,p.g. six
6913,ratatat
11710,various artists
6703,the real tuesday weld
4825,the locust
838,boards of canada
1740,john chantler
7753,superpitcher
3375,gaji
8772,world standard
8772,wechsel garland
3293,fembots
2903,eagles of death metal
7752,seachange
4648,lali puna
5897,noxagt
8257,craig taborn
4752,les savy fav
11795,shuggie otis
1758,currituck co.
1108,bigger lovers
6095,onelinedrawing
5584,angel molina
2552,the double
8530,vera cruise
2551,dj signify
440,architecture in helsinki
5583,mochipet
8661,keith fullerton whitman
5972,old time relijun
1107,broken family band
7999,they might be giants
435,abstrackt keal agram
8528,vetiver
11840,simple minds
8226,two lone swordsmen
607,beastie boys
1106,bing ji ling
3290,jason forrest
539,bambi molesters
1873,various artists
4857,mary lou lord
5506,mm
4178,yesterdays new quintet
4575,kat cosm
4171,adem
2042,various artists
5895,the narrator
434,roy ayers
2500,bob dylan
807,blonde redhead
3980,hu vibrational
8429,caetano veloso
5331,mirah
5331,black cat orchestra
431,ahleuchatistas
142,aluminium group
8618,weird war
577,william basinski
5954,of montreal
4553,ben kweller
7749,sound providers
6094,organum
6094,z'ev
174,amps for christ
8117,tortoise
3979,heldon
8957,tom zacharias
8441,venetian snares
3184,freakwater
1104,blockhead
750,black dice
7890,various artists
8907,young gunz
5363,modest mouse
5582,nellie mckay
6093,the one am radio
7748,skywave
7746,skeletons
1227,john cale
2268,the delgados
8745,shannon wright
1063,david byrne
1082,black forest/black sea
7304,snow patrol
3036,fennesz
8527,vcr
1392,cex
1103,blanche
1442,chicks on speed
430,azeem
430,variable unit
976,james brown
3635,goodie mob
4215,jawbreaker
8256,trapist
8771,the wind-up bird
5362,modest mouse
3553,grant lee buffalo
6737,john cale
6737,nico
6737,lou reed
4574,kinky
7745,sluta leta
4127,iron & wine
4076,ill lit
2549,desert sessions
1233,calexico
1102,baby blak
2546,descendents
5579,madvillain
5749,n.e.r.d.
7744,skyphone
11802,piano magic
8770,wesley willis
1075,the bad plus
3976,the hold steady
4642,laika
4959,lucero
8769,westside connection
5894,no. 9
765,the black heart procession
765,solbakken
702,bonnie prince billy
336,ativin
429,art bears
5578,brad mehldau
7743,the smiths
6092,on!air!library!
2886,eyedea & abilities
954,broken social scene
1386,cerberus shoal
5893,joanna newsom
4573,king creosote
8906,tatsuya yoshida
8906,satoko fujii
436,abstrackt keal agram
11782,ian matthews
2221,deadbeat
7512,sufjan stevens
548,devendra banhart
2039,various artists
5514,murs
4863,los halos
4152,vijay iyer
4152,mike ladd
2293,destroyer
8526,elizabeth anka vajagic
4497,knifehandchop
5572,madrugada
1545,ornette coleman
2544,dios
8524,laura veirs
426,antena
7153,sigur rs
7740,scissor sisters
1756,cocorosie
5892,the necks
7741,candi staton
7739,regina spektor
4958,loop orchestra
2253,deerhoof
5544,mindflayer
8686,willard grant conspiracy
4343,michael johnson
7963,telefon tel aviv
3279,franz ferdinand
7737,sankofa
5571,mils
5866,numbers
6532,parts & labor
8197,tv on the radio
2242,the decemberists
4572,kill me tomorrow
8513,vaz
1755,cee-lo green
8491,the von bondies
6189,pas/cal
8139,trans am
5889,norfolk & western
797,kevin blechdom
614,beauty pill
99,damon albarn
11727,echo and the bunnymen
5977,will oldham
8255,martina topley-bird
6463,preston school of industry
5888,b.j. nilsen
7450,squarepusher
5569,ennio morricone
11703,the coral
6162,papa m
5568,biz markie
4744,sondre lerche
203,the anomoanon
5272,the microphones
2189,greg davis
2542,dj koze
2541,del tha funkee homosapien
1457,chromatics
4150,i love you but i've chosen darkness
6356,+/-
8523,"volcano, i'm still excited!!"
4765,liars
7734,susanna and the magical orchestra
5073,manic street preachers
5169,rob mazurek
1754,chromeo
5567,mountaineers
2989,fantmas
378,the autumn defense
8767,kanye west
8522,valley of the giants
2038,various artists
3288,henry flynt
3288,the insurrections
2452,the dresden dolls
1753,the cansecos
3089,funkadelic
7938,tape
